,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,location,land_size,price,id,subcategory,year_built,description,link
2103,6,4,10,875,4,casa,,"[-99.2407996,19.3870901]",963,30750000,HO5F7D2DE7AA2CDMX,"[""casa"",""casa-unifamiliar""]",1991,"CONOCE Fina residencia colonial mexicana.  Ofrece sofisticado estilo de vida  Para él conocedor de lo auténticamente bueno. POTENCIAL Modificable en 2 casas independientes  Legal y Físicamente. PORQUE De perfil discreto con ventajas competitivas  En cuanto a seguridad y estilo de vida.DISEÑO Elementos arquitectónicos con un sabor de ayer. Manejado magistralmente con privacidad y  Un gusto extraordinario por el buen vivir. ACABADOS Cantera y tabique antiguo de demolición Múltiples detalles artesanales  Techos envigados revestidos de teja  Gualdras enmarcan los portones de las cocheras. LUGAR Una joya de raíces muy nuestras Un recinto de paz y armonía Preciosas de calles empedradas Al final de la cerrada del cul de sac,  Donde la glorieta remata la cerrada. ENTORNO Donde residen familias de reconocido prestigio,  A un paso de la ciudad corporativa de Santa Fe.ARQUITECTURA Hogar denota clase y gusto artesanal exquisito  Una residencia única y difícil de encontrar. SEGURIDAD Estricto acceso controlado y vigilancia 24 horasACCESO Escalera colonial conduce a bello patio central  Fuente emite sonidos de armonía serena Vestibula tu acceso con gracia y encanto.  Puerta de cedro entablerado  Como casas antiguas del siglo XVI  Te abre a descubrir una forma de vivir sin igual. BIENVENIDA Hall de acceso recibe cálidamente  Gran sala principal con altura y media  Incluye un bellísimo librero francés del siglo XIX.  Disfruta vista al patio y espléndido jardín  LUCE Fino Comedor abraza la compañía de amigos  Para compartir de la buena mesa  Ambiente, Donde se abren sus puertas a la terraza Para contemplar su jardín. COMPARTE Sala de estar familiar con ante-comedor tipo den Se encuentra de forma contigua apoya reuniones DELEITA Fina cocina gourmet de capricho  Con isla para el chef en casa.  Goza de amplias encimeras de granito,  Gabinetes, diseño funcional, despensa y alacena. SERVICOS Cuarto de lavado en forma colindante.  Patio espacioso con amplias posibilidades.  Área de servicio se encuentra junto a la de lavado.ENTRETENIMIENTO Salón de eventos señorialpara recibir, estar, celebrar, con salida a terraza y  jardín.  Espacio puede funcionar como departamento, salón de juegos o fiestas.PRIVILEGIO Divina piscina inigualable, cerrada y techada con bóvedas catalanas y linternillas.JARDIN De belleza única y ambientes especiales  para gozar en familia o en grandes eventos.  Macizos de plantas floridas de todo tipo Arboles frondosos, veerdes y coloridos  Ambientes increíbles y diseño muy singularASCIENDE  Sala de estar familiar permite por sus dimensiones incluso se pueden manejar 2 o mas usos  Con balcones panorámicos boscosos al horizonte. MASTER SUITE La recamara principal es muy singular  por su vistas, personalidad y atractivo.  Amplios vestidores y baño recién remodelado RECONFORTANTES Habitaciones grandes, espacio, flexibilidad, iluminadas, con baños y vestidores espléndidos.  Poder disfrutar cada habitación es un autentico privilegio ya que sus vistas son muy cautivadoras. ESPÍRITU Este fino hogar tiene un sabor y sentir especial que encanta al que la conoce y siempre recodará. CASA DE FIRMA Es un inmueble catalogado de arquitectos  de muy reconocido prestigio. COCHERA 2 áreas diferentes de estacionamiento techado con capacidad para alojar 5 autos.  EQUIPO Cuenta con cuarto de maquinas para su alberca. Bodega y taller para mantener su amplio jardín.   Para mayor información comunicarse  al 55 3618-9000 y 55 5370-3600 Pregunte por la clave BHV1022 previa citaARKIDINAMICA Profesionales inmobiliarios Expertos locales desde 1967 Asesorando empresarios exitosos. EasyBroker ID: EB-EL0932",https://www.lamudi.com.mx/bhv1022-casa-en-venta-en-lomas-de-santa-fe-privacidad-y-confort-inigualable.html
2104,3,3,6,142,2,casa,,"[-99.27116095,19.327081334811]",69,3573000,HO5CEE7C693FE99MX,"[""casa"",""casa-unifamiliar""]",2021,"Excelente oportunidad en pre-venta! Exclusivas residencias con excelentes acabados, con un metraje desde 138 m  hasta 149 m, cuentan con 38 m de roof garden privado y jardín propio, consta de 3 recámaras, la principal con vestidor y baño completo, 3 y medio baños, salón privado en cada residencia conectado a jardín, cuarto de servicio, gym de uso común, vigilancia las 24 hrs. Tiene varias vías de acceso a 9 minutos de puentes de los Poetas y a 5 min. de Rancho San Francisco. Se entregan a partir del mes de Julio. Llama ya!",https://www.lamudi.com.mx/casa-en-venta-alvaro-obregon-ciudad-de-mexico-66.html
2105,2,3,3,180,0,casa,,"[-99.2525609,19.348978]",90,7500000,HO602DC77812A01MX,"[""casa"",""casa-en-condominio""]",2021,"Increíble casa en privada en venta en Av. Centenario. Cuenta con estacionamiento para dos autos, cuarto de lavado y cuarto de servicio. En la planta baja tiene  sala, comedor y cocina abierta, terraza, jardín y medio baño de visitas. En la segunda planta se encuentran 3 recámaras y dos baños completos. Roof garden con vista al bosque con asador, sala y medio baño. Vigilancia las 24 horas. Vale la pena visitarla!",https://www.lamudi.com.mx/casa-en-condominio-venta-avenida-centenario-bosques-de-tarango.html
2106,3,4,unknown,250,2,casa,,"[-99.23665,19.31155]",250,2750000,HO60BEDC7C391ACMX,"[""casa"",""casa-en-condominio""]",unknown,"¿Tienes recursos propios? Esta es una oportunidad única hermosa casa en conjunto residencial en calle cerrada, muy segura y tranquila. Cerca de avenidas importantes av. San francisco, san jerónimo, luis cabrera y periférico sur. casa muy confortable y práctica en su distribución, con terraza al frente. Consta de sala, comedor, 4 recámaras, 2 baños completos y baño de visitas. Lugar de estacionamiento para 2 autos la mejor propiedad que tengo en magdalena contreras características importantes: * no se aceptan créditos * el pago debe ser con recursos propios * pago en dos exhibiciones llámame  datos o mándame un whatsapp o envía el formulario que está aquí al lado derecho de la página somos broker directo del banco adquiere un inmueble de remate 100% garantizado te asesoramos en todo momento intermediacion inmobiliaria gutza sa de cv 11 años de experiencia la transparencia de nuestra labor te ofrece la oportunidad de trabajar con profesionales del sector que cuidan tu inversión. brindamos toda la asesoría, gestión y acompañamiento hasta la entrega física del inmueble. ¡llámame te asesoro hoy mismo! lic. José luis rivera.",https://www.lamudi.com.mx/aprovecha-hermosa-casa-magdalena-contreras-cerca-de-super-via-pte.html
2107,3,5,unknown,527,2,casa,,"[-99.17477,19.45216]",527,1730000,HO60AEAE247ED7DMX,"[""casa"",""casa-unifamiliar""]",unknown,"Excelente oportunidad de inversión donde obtendrás grandes beneficios e incluso podrías ampliar tu patrimonio adquiriendo propiedades a muy bajo costo que oscilan entre el 40% y el 60% por debajo de su valor comercial real. Las operaciones únicamente son de contado por lo que no se aceptan créditos de ningún tipo, somos la empresa líder en México en operaciones de este tipo por lo que le damos la certeza y tranquilidad de un trámite legal y seguro. Con todo gusto podemos programar una cita en nuestras oficinas centrales para aclarar cada una de sus dudas  Cel. editado",https://www.lamudi.com.mx/excelente-oportunidad-en-la-colonia-popotla.html
2108,2,3,unknown,170,1,casa,,"[-99.13631,19.48702]",171,1842128,HO5FDBA5337C492MX,"[""casa"",""casa-unifamiliar""]",unknown,"Propiedad en buenas condiciones y fácil ubicación, inversión unicamente con recursos propios la propiedad cuenta con sentencia a favor del banco, contamos con una amplia experiencia en el tema. Le ofrecemos la propiedad que esta buscando a un precio por debajo de su valor comercal. Excelente oportunidad de inversion y de incrementar su patrimonio!. Agenda tu cita sin compromiso:",https://www.lamudi.com.mx/casa-en-casma-churubusco-tepeyac-gustavo-a-madero.html
2109,3,2,3,180,4,casa,,"[-99.253335,19.373071]",180,10800000,HO60D811CC38D3EMX,"[""casa"",""casa-unifamiliar""]",2015,"Departamento con Espectacular vista panorámica en el Piso 15, 180m2, remodelado por diseñador, con acabados importados, único en Terre de Santa Fe, amueblado de buen gusto, cuadrosOriginales.Otro nivel de confort. Viva rodeado de gran lujo, con acabados de diseñador2 recamaras, (la tercera se hizo sala de estar), 2 baños completos y un medio baño, amplia cocina recientemente remodelada con acabados importados (italianos), de primera Calidad.Amenidades:Coffee Lounge. GYM. Pet Friendly.Club Room. Alberca. amplia bodega, 4 estacionamientos Las áreas comunes cuentan con cancha de futbol rápido, Jardín para perros, asadores, pista de caminar, ludoteca, salón de adultos con billar, cancha de tenis, Jardín de lectura, salones de fiesta con cocina y baños, Vigilancia y seguridad 24/7El mejor departamento en Terre Santa Fe, doble alturaValor $10,800.000.00 amueblado",https://www.lamudi.com.mx/residencial-terre-en-santa-fe-piso-15-panoramico-1.html
2110,2,7,unknown,593,5,casa,,"[-99.1783,19.43071]",282,1937048,HO5E5AC25DE6F1AMX,"[""casa"",""casa-unifamiliar""]",unknown,¡La oportunidad de inversión que estabas esperando para obtener casa!*remate bancario.*somos empresa constituida y somos expertos*no se aceptan créditos de ningún tipo.*su inversión garantizada bajo contrato.*firma de cesión ante juez y notario público.*ahórrate hasta un 60% del valor comercial.*propiedad en excelente ubicación y aumentando su plusvalía.¡llame hoy mismo para agenda su cita!¡conozcamonos y aclare sus dudas!,https://www.lamudi.com.mx/venta-de-casa-en-remate-en-col-anzures-miguel-hidalgo-cdmx-1.html
2111,3,4,7,409,2,casa,,"[-99.22586,19.36876]",360,6153000,HO5F60F96E38C70MX,"[""casa"",""casa-unifamiliar""]",unknown,"Propiedad de recuperación por no pagos, invierte seguro en una propiedad de remate, en bienestar somos especialistas para ayudarte a obtener la propiedad que necesitas con un valor muy por debajo del mercado, garantizando por escrito a nuestros clientes una inversión segura. Pregunta como es el proceso, con gusto te atenderé.  Adj.",https://www.lamudi.com.mx/casa-en-paseo-de-las-carreteras.html
2112,1.5,2,unknown,120,1,casa,,"[-99.24251,19.3684]",75,2000000,HO60D0C40D3EAB1MX,"[""casa"",""casa-unifamiliar""]",unknown,"Hermosa casa en venta a 10 minutos,santa fe cdmx,del álvaro obregón. Se aceptan créditos infonavit y fovissste , Terren de 75 metros cuadrados 120 metros cuadrados de construcción, Consta: Super amplia sala comedor. Cocina equipada con gran cocina integral campana y gavetas totalmente nueva, Barra desayunadora. Uno y medio baños, baño principal muy amplio. Dos recamaras cada una con amplios closets hechos a medida y con posibilidad de ampliación. Pisos de porcelanato de excelente calidad. En tercer nivel cuenta con cuarto de servicio acondicionando para centro lavado y pequeña bodega, Piso de loseta, esta techado totalmente con panel policarbonato listo para posible ampliación o para roof guarden, También cuenta con tanque estacionario. Esta en una calle sólo de tránsito local. Se encuentra a 7 minutos del tec de monterrey santa fe y del parque ""la mexicana"" A 10 min de ""patio santa fe"" y zona de corporativos acceso super rápido por av tamaulipas. Perfecto también para quien trabaja en zona toluca a 25 min o corredor reforma 15min. Zona san antonio y periférico 15 min. Papeles en regla, sin adeudos, sin hipoteca, tramites ante notario.",https://www.lamudi.com.mx/casa-2-recamaras-fracc-jalalpa-oavaro-obregon-a-10-mitutos-de-santa-fe.html
2113,2,3,unknown,200,1,casa,,"[-99.10743,19.41617]",135,1646468,HO5F971012B97EFMX,"[""casa"",""casa-unifamiliar""]",unknown,"Propiedad de remate bancario solamente recursos propios cuenta con sentencia definitiva a favor del banco, somos una empresa que ofrece consultoría especializada inmobiliaria, contamos con propiedades con hasta un 30% de bajo de su valor comercial. Contáctame para mayor información. Cmm-1921",https://www.lamudi.com.mx/casa-en-retorno-7-robelo-jardin-balbuena-venustiano-carranza.html
2114,3.5,3,unknown,347,3,casa,,"[-99.23219,19.34179]",528,12950000,HO60C776F8887A9MX,"[""casa"",""casa-en-condominio""]",unknown,"enta hermosa y funcional casa remodelada de 528 m2 de terreno y 347 m2 de construcción en el mejor y más prestigiado condominio horizontal de la zona. Cuenta con 3 recámaras, la principal con amplio estidor y baño. 3 baños, 1 en cada recámara. Amplia sala. Comedor de gran tamaño. Moderna cocina integral con desayunador. Baño de isitas. Estudio. Sala de t.. O family room. Área de laado. Cuarto de sericio con baño. Hermoso jardín de 232 m2. Bodega. Estacionamiento para 3 autos. Áreas de estacionamiento para isitas. Salón de usos múltiples con amplios jardines. Cancha de basket ball. Estricta igilancia 24 horas. Precio: $12'950,000 Citas: ,  y",https://www.lamudi.com.mx/venta-hermosa-y-funcional-casa-remodelada-en-cumbres-de-san-francisco.html
2115,2,3,unknown,100,0,casa,,"[-99.19833,19.39573]",115,1473500,HO5F7B6C5A4C33CMX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa en excelentes condiciones y buena ubicacion, inversion unicamente con recursos propios, contamos con una amplia experiencia en el tema. Le ofrecemos la propiedad que esta buscando a un precio por debajo de su valor comercal. Excelente oportunidad de inversion y de incrementar su patrimonio! Agenda tu cita sin compromiso:",https://www.lamudi.com.mx/casa-en-cisne-col-jose-maria-pino-suarez-alvaro-obregon.html
2116,3,3,6,500,6,casa,,"[-99.1963595,19.3220301]",1000,21000000,HO60D583C18A891MX,"[""casa"",""casa-unifamiliar""]",2021,OPORTUNIDAD‼‼‼ HERMOSO PROYECTO INCONCLUSO  EN JARDINES DEL PEDREGAL  1000 ‘m2 de TERRENO 550m2  CONSTRUCCIÓN  3 HABITACIONES  CON VESTIDOR Y BAÑO GRAN TERRAZA  FAMILY ROOM  SALA A DOBLE ALTURA  CUARTO DE PÁNICO OFICINA INDEPENDIENTE GRAN JARDÍN  6 ESTACIONAMIENTOS  CASETA DE VIGILANCIA  CTO DE SERVICIO. EasyBroker ID: EB-HU8363,https://www.lamudi.com.mx/casa-en-pedregal-6.html
2117,2,3,unknown,120,0,casa,,"[-99.19833,19.39573]",120,1435283,HO5F7B64EBF263DMX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa en excelentes condiciones y buena ubicacion, inversion unicamente con recursos propios la propiedad cuenta con sentencia a favor del banco, contamos con una amplia experiencia en el tema. Le ofrecemos la propiedad que esta buscando a un precio por debajo de su valor comercal. Excelente oportunidad de inversion y de incrementar su patrimonio! Agenda tu cita sin compromiso:",https://www.lamudi.com.mx/casa-en-paralela-col-jose-maria-pino-suarez-alvaro-obregon.html
2118,2,2,4,850,0,casa,,"[-99.2251574,19.4235748]",850,42500000,HO607A29EB42125MX,"[""casa"",""casa-unifamiliar""]",1955,"En venta  Terreno de aproximadamente 850 M2, con una  excelente plusvalía  en Lomas de Chapultepec VII Sección, tiene una casa antigua de dos recamaras, cocina y un amplio salón, perfecta para construir el hogar de tus sueños.",https://www.lamudi.com.mx/casa-sola-en-venta-en-lomas-de-chapultepec-viii-seccion-miguel-hidalgo.html
2119,1,3,4,120,1,casa,,"[-99.107331,19.4157721]",131,4800000,HO611614D3E5B1BMX,"[""casa"",""casa-unifamiliar""]",2021,Casa de un solo nivel con 131m2 de terreno y 120m2 de construccionCuenta con:-3 recamaras -1 baño completo -Estancia comedor  -Cocina integral -1 cajón de estacionamiento -Calle privada con cámaras de vigilancia. EasyBroker ID: EB-IF3916,https://www.lamudi.com.mx/casa-en-jardin-balbuena-8.html
2120,2,2,4,250,3,casa,,"[-99.08418,19.4776]",136,3000000,HO5EC6C98946B5BMX,"[""casa"",""casa-unifamiliar""]",1970,"Excelente opción para comprar con amplios espacios para hasta guardar 3 autos un departamento adicional con todo lo necesario, sin olvidar también la ubicación con estaciones de metrobús cercana y 4 escuelas cercanas para tus hijos no esperes más y programa una cita con nosotros ahora TE INTERESA TRAMITAR UN CREDITO HIPOTECARIO? Da clic en esta liga http://s.credimejora.com/s/a_daniel_l y pre-califícate sin ningún compromiso, contamos con los mejores asesores en el ramo, trabajamos con todos los Bancos y les daremos atención personalizada. PRECIOS Y DISPONIBILIDAD SUJETOS A CAMBIO SIN PREVIO AVISO. EasyBroker ID: EB-DI2137",https://www.lamudi.com.mx/excelente-casa-en-venta-ampliacion-casas-aleman-gustavo-a-madero.html
2121,3,3,9,152,2,casa,,"[-99.2864314,19.3534184]",152,5300000,HO60E14BA33D637MX,"[""casa"",""casa-unifamiliar""]",2021,"Ref: NEX-48715Venta de casa en condominio horizontal, en la zona de Santa Fe, a 10 minutos del centro comercial Santa Fe y a 5 minutos del Hospital ABC.Casa muy iluminada y con excelente distribuciónPB: sala, comedor, cocina integral con alacena, medio baño y patio servicio.1er. Piso 2 recámaras con baño completo y clósets, la principal con balcón.2do. Piso: Recámara con baño completo y clóset.Además cuenta con patio y cisterna 5000 lt,2 lugares de estacionamiento,estacionamiento para visitas y área de juegos infantiles. Vigilancia 24 horas.ConócelaNEXIMOINMOBILIARIADIGITAL",https://www.lamudi.com.mx/casa-en-condominio-en-venta-zona-santa-fe-lomas-de-san-pedro-cuajimalpa-cdmx.html
2122,2.5,4,6.5,270,3,casa,,"[-99.167668,19.389164]",276,1606605.5,HO5E9CCC207F169MX,"[""casa"",""casa-unifamiliar""]",unknown,"Excelente propiedad en remate bancario con una mínima inversión, no lo dejes pasar.Precio $1,606,605.50Primer Pago $200,000.00No se aceptan ningun tipo de créditos.Pago de Contado.Contamos con mas propiedades alrededor de toda la república",https://www.lamudi.com.mx/remate-bancario-de-casa-ubicada-en-col-valle-centro.html
2123,3,4,unknown,310,3,casa,,"[-99.15259,19.39328]",125,3200000,HO5D0D280114F2BMX,"[""casa"",""casa-unifamiliar""]",unknown,"Excelente oportunidad de inversión.El precio es muy por debajo del valor de mercado, por ser un remate bancario aprovecha esta gran oportunidad de inversión.Los inmuebles en remate bancario no se pueden ver por dentro.++++no se aceptan créditos de ningún tipo++++++++el pago es en efectivo en dos exhibiciones++++1er pago inicial a la firma del contrato: $290,0002do pago cesión de derechos ante notario público: $2,910,000Es un proceso 100% seguro ya que la cesión de derechos se hace ante notario público, por lo que no existen riesgos de ningún tipo.Contamos con más de 15 años de experiencia en el ramo inmobiliario (remates bancarios)Los remates bancarios no son tan complicados de adquirir, solo se necesita contar con una buena asesoría y saber que su inversión está garantizada y protegida como lo marca nuestro contrato. Ponte en contacto con un servidor y agendemos tu cita.",https://www.lamudi.com.mx/casa-en-venta-en-peten-col-narvarte-benito-juarez.html
2124,3,4,unknown,255,2,casa,,"[-99.18495,19.36718]",123,1619579,HO60DA2C99009BFMX,"[""casa"",""casa-unifamiliar""]",unknown,"Excelente oportunidad de inversión!!! Aprovecha y adquiere esta hermosa y amplia casa en una de las mejores zonas de la alcaldía benito juárez, muy por debajo de su valor comercial ya que es parte de un remate bancario, no se acepta ningún tipo de crédito, inicia este sencillo trámite con tan sólo: $200,000 y el resto a la firma de la cesión de derechos. Para mayores informes de esta y muchas otras propiedades en la cd. Y edo. Méx contactanos *horario de atención: 9:00 am - 8:00 pm Aprovecha y llama ya!",https://www.lamudi.com.mx/oportunidad-hermosa-y-amplia-casa-col-san-jose-insurgentes-benito-juarez.html
2125,2,5,unknown,214,1,casa,,"[-99.15648,19.37703]",128.97,7000000,HO60A2DB0EC051DMX,"[""casa"",""casa-unifamiliar""]",unknown,"Ven a conocer esta casa en una zona residencial muy bien ubicada, a tan solo unos metros de principales avenidas como Eje Central, José María Vertiz, División del Norte y Miguel Laurent, así como a servicios de transporte que te llevan a cualquier parte de la Ciudad. La casa se encuentra en una calle ancha, tranquila y de doble circulación. Construida en dos plantas, con gran potencial para remodelar a tu gusto. En la planta baja cuenta con área de sala con muro forrado de madera y chimenea simulada, comedor, pisos de granito, una recámara con baño completo, cocina integral equipada con mesa en barra, patio trasero con lavadero, calentador y tinaco que funciona como cisterna y bomba de agua, tiene cochera cerrada para un auto con portón eléctrico que se accede a través de una puerta interior. En la planta alta se encuentran una agradable estancia muy iluminada, un baño completo y cuatro recámaras, amplios closets de puertas de madera, cajoneras y repisas. La casa se encuentra en condiciones normales de acuerdo con su antigüedad y uso, y ciertas áreas han sido añadidas (recámara y baño completo en planta baja) y remodeladas (cocina en planta baja; laminado en pasillos y estancia en planta alta; fachada). ¡Llámanos para programar tu cita!",https://www.lamudi.com.mx/casa-en-venta-en-letran-valle-excelente-ubicacion-y-plusvalia.html
2126,2,3,8,103,1,casa,,"[-99.165816,19.39257]",103,4300000,HO5FD6B7D3C54F9MX,"[""casa"",""casa-unifamiliar""]",2015,"Departamento muy amplio con grandes ventanales que permiten la entrada de mucha luz. La sala comedor es de muy buen tamaño y el balcón da la sensación de amplitud. Cocina equipada, tres recámaras, la principal con baño privado y las otras dos comparten baño.La zona es extraordinaria ya que está a dos cuadras de insurgentes a la altura del WTC. Cerca hay muchos restaurantes, tiendas, bancos, escuelas, y supermercados lo que hace que sea muy cómodo.",https://www.lamudi.com.mx/departamento-en-venta-en-la-colonia-del-valle-ciudad-de-mexico-1.html
2127,4,4,8,1030,5,casa,,"[-99.1953269,19.3266304]",750,26850000,HO605D56754D75CMX,"[""casa"",""casa-unifamiliar""]",1980,"Vive en una de las mejores calles del Pedregal, totalmente cerrada y con vigilancia.Casa desarrollada en 3 construcciones, la primera que es la casa principal es de 2 niveles pb: recibidor, medio baño de visitas, sala comedora con linda vista al jardín, cocina con antecomedor y área de lavado con cuarto para chofer pa: 4 recamaras, la principal con dos baños completos y uno con sauna y vestidor, otras dos recamaras comparten baño y la 4ta con baño y tina, además un despacho y una recamara de visita o cuarto de TV. La 2da construcción puede funcionar como departamento u oficinaconsta de tres oficinas o dos recamaras y sala comedora, sala de espera, cocineta y un baño completo  La 3era construcción es un Bungalow para eventos sociales o convivir con la familia.  Jardín de aprox 150 mts2 con asador y fuente, estacionamiento para 5 coches, cisterna y 2 cuartos. EasyBroker ID: EB-HD0381",https://www.lamudi.com.mx/casa-en-venta-calle-cerrada-en-jardines-del-pedregal.html
2128,4,4,unknown,900,4,casa,,"[-99.218889,19.420556]",694,4234000,HO5F7F4695D3174MX,"[""casa"",""casa-unifamiliar""]",unknown,"Propiedad de remate bancario solamente recursos propios cuenta con sentencia definitiva a favor del banco, somos una empresa que ofrece consultoría especializada inmobiliaria, contamos con propiedades con hasta un 30% de bajo de su valor comercial. Contáctame para mayor información. Cmm-1682",https://www.lamudi.com.mx/casa-en-monte-caucaso-lomas-de-chapultepec-i-seccion-miguel-hidalgo.html
2129,3,3,unknown,300,2,casa,36,"[-99.23348,19.34651]",320,9623000,HO6108B1D3BACDBMX,"[""casa"",""townhouse""]",unknown,"¡¡¡¡¡Gran oportunidad!!!!!!!!!!!!! Remate bancario!!!!!ATENCIÓN INERSIONISTAS!!!!!! Propiedad de remate en excelente ubicación Fácil acceso, ías de comunicación principales; transporte público, escuelas, hospitales y centros comerciales cercanos. Ésta propiedad es de recuperación bancaria. Adjudicada con Posesión. Recupera en pocos meses tu inersión, con gran utilidad No se acepta ningún tipo de crédito ( infonait, foissste, bancario) sólo pagos de contado con recursos propios. Agenda tu cita para darte todos los detalles de la propiedad, así como el proceso de adquisición y las garantías.",https://www.lamudi.com.mx/casa-en-la-colonia-lomas-de-las-aguilas-alvaro-obregon.html
2130,2,3,8,103,1,casa,,"[-99.165816,19.39257]",103,4300000,HO5FD6B7D3C54F9MX,"[""casa"",""casa-unifamiliar""]",2015,"Departamento muy amplio con grandes ventanales que permiten la entrada de mucha luz. La sala comedor es de muy buen tamaño y el balcón da la sensación de amplitud. Cocina equipada, tres recámaras, la principal con baño privado y las otras dos comparten baño.La zona es extraordinaria ya que está a dos cuadras de insurgentes a la altura del WTC. Cerca hay muchos restaurantes, tiendas, bancos, escuelas, y supermercados lo que hace que sea muy cómodo.",https://www.lamudi.com.mx/departamento-en-venta-en-la-colonia-del-valle-ciudad-de-mexico-1.html
2131,2,5,unknown,214,1,casa,,"[-99.15648,19.37703]",128.97,7000000,HO60A2DB0EC051DMX,"[""casa"",""casa-unifamiliar""]",unknown,"Ven a conocer esta casa en una zona residencial muy bien ubicada, a tan solo unos metros de principales avenidas como Eje Central, José María Vertiz, División del Norte y Miguel Laurent, así como a servicios de transporte que te llevan a cualquier parte de la Ciudad. La casa se encuentra en una calle ancha, tranquila y de doble circulación. Construida en dos plantas, con gran potencial para remodelar a tu gusto. En la planta baja cuenta con área de sala con muro forrado de madera y chimenea simulada, comedor, pisos de granito, una recámara con baño completo, cocina integral equipada con mesa en barra, patio trasero con lavadero, calentador y tinaco que funciona como cisterna y bomba de agua, tiene cochera cerrada para un auto con portón eléctrico que se accede a través de una puerta interior. En la planta alta se encuentran una agradable estancia muy iluminada, un baño completo y cuatro recámaras, amplios closets de puertas de madera, cajoneras y repisas. La casa se encuentra en condiciones normales de acuerdo con su antigüedad y uso, y ciertas áreas han sido añadidas (recámara y baño completo en planta baja) y remodeladas (cocina en planta baja; laminado en pasillos y estancia en planta alta; fachada). ¡Llámanos para programar tu cita!",https://www.lamudi.com.mx/casa-en-venta-en-letran-valle-excelente-ubicacion-y-plusvalia.html
2132,2,5,7,160,1,casa,,"[-99.1019365,19.5093541]",70,2850000,HO6078EC2AD5085MX,"[""casa"",""casa-unifamiliar""]",2021,Casa de 70m2 de terreno y 160m2 de construccion cuenta con 3 niveles Cuenta con:-5 recamaras  -2 baños completos -Cocina integral  -Sala -Comedor -Estacionamiento en area común. EasyBroker ID: EB-HH1024,https://www.lamudi.com.mx/casa-en-el-risco-ctm.html
2133,4,5,9,560,unknown,casa,,"[-99.22641,19.32602]",1184,32000000,HO607651FA49C0AMX,"[""casa"",""casa-unifamiliar""]",1978,"Excelente opción para comprar tu casa cuentas con 1184 m2 de terreno y  560 m2 de construcción, magníficas condiciones amplio jardín y todas las comodidades, programa una cita con nosotros ahora  PRECIOS Y DISPONIBILIDAD SUJETOS A CAMBIO SIN PREVIO AVISO. EasyBroker ID: EB-HG3871",https://www.lamudi.com.mx/casa-en-venta-san-jeronimo-lidie.html
2134,2.5,4,unknown,309,2,casa,,"[-99.26508,19.39323]",309,4740000,HO6100B9C6DC63DMX,"[""casa"",""casa-unifamiliar""]",unknown,"Aprende a INVERTIR con Nosotros, obtén excelentes RENDIMIENTOS. Este PROCESO es Basicamente para quien quiere INVERTIR y AUMENTAR su PATRIMONIO.  Bienvenido a este anuncio donde estas encontrando esta propiedad (NO APLICAN CREDITOS) muy atractiva tanto para: A.-Ocuparla y vivir en ella a muy buen precio bajo y/o también como... B.-Una gran inversión para incrementar tu patrimonio familiar, todo esto gracias al Plan de Remate Hipotecario, INCREMENTE SU DINERO CON CERTEZA JURIDICA El precio de oportunidad de este anuncio es el valor de la OFERTACION Anímate a tener Departamento o Casa Propia y obtener excelente beneficio económico con una atractiva Rentabilidad ; yo te asesoro completamente Gratis. De Preferencia déjame un numero de celular con Whatsapp. Te comento que de manera General Tenemos diferentes tiempos de entrega según la posición en que se encuentra el estado de regularización de cada propiedad. Contáctame y dime SI es de tu Interés esta propiedad para poder ayudarte en el proceso correspondiente. Agradezco mucho tu interés y la revisión de este anuncio. Asesor JUAN MARTIN",https://www.lamudi.com.mx/lomas-del-chamizal-cuajimalpa-de-morelos-ciudad-de-mexico.html
2135,4,4,8,465,4,casa,,"[-99.2363507,19.3207989]",375,19100000,HO5C60CFE12F99EMX,"[""casa"",""casa-en-condominio""]",2021,"La casa de tus sueños está aqui, moderna y vanguardista en el adorable San Jerónimo Lídice. La casa cuenta con hermosa sala comedor con jardín integrado al área social, maravillosa cocina moderna abierta con mucho espacio para guardar, 4 fabulosas recámaras con baño, súper roof garden, Salon de juegos con área para bar, área de lavado y cuarto de servicio con baño, bodega, estacionamiento para 4 autos, vigilancia 24 horas, el condominio es solo de 9 casas.Al Interior este desarrollo cuenta con un gran diseño de paisaje, cuenta con una plaza de convivio de área común con lindos espejos de agua y bancos. El área verde cuenta con más de 50 especies naturales encontradas originalmente en el predio, muchos de ellos árboles de más de 40 años. El diseño arquitectónico fue desarrollado por un reconocido arquitecto, el cual logró un estilo contemporáneo, acogedor y vanguardista.Esta casa es una belleza no puedes perdértela, haz tu cita ahora mismo. EasyBroker ID: EB-CP7390",https://www.lamudi.com.mx/divina-casa-en-venta-en-lomas-quebradas-san-jeronimo-lidice-magdalena-contreras.html
