,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,coordinates,location,land_size,price,id,subcategory,year_built,description,link
1451,1,2,3,60,1,departamento,,"[-99.19081,19.36495]","Merced Gómez, Benito Juárez",unknown,2250000,AP5DA75B69DFBC6MX,"[""departamento"",""departamentos""]",1985,"Super ubicado, a una calle de Periférico Sur y Av. Revolución, restaurantes, supermercado, tiendas de conveniencia, metro Barranca del Muerto, Portal San Angel, hospitales. Dos recámaras con closet,  una de ellas con dos closets. Closet de blancos y un baño completo en pasillo.  Sala comedor, cocina integral y área de lavado integrada. Área de tendido en azotea. Se encuentra en tercer nivel,. NO HAY ELEVADOR. Un lugar de estacionamiento techado en sótano   1. El departamento es de 59m2.  Vigilancia 24 hrs, CCTV Visítelo previa cita   5538452426!!. EasyBroker ID: EB-DX6294",https://www.lamudi.com.mx/venta-depto-2-recamaras-entre-av-revolucion-y-periferico.html
1452,2,2,2,75,0,departamento,,"[-99.1514624,19.3780868]","Independencia, Benito Juárez",unknown,3276000,AP5F3F4D70D6180MX,"[""departamento"",""departamentos""]",2021,"SKG Asesores Inmobiliarios Vende departamento en Colonia Independencia,  acabados de lujo, exterior, 75.05 M2, 88.26 M2, 96.60 M2, 128.36M2, hay en un nivel o dos niveles, estilo moderno, 2 o 3 recamaras, la principal con  baño y closet la segunda recamara con closet, sala, comedor, cocina, área de lavado, algunos con balcon , terraza y roof gaden, 1 lugar de estacionamiento para cada uno, 1 elevador, edificio de 6 niveles más un nivel para estacionamiento, vigilancia las 24hrs, circuito cerrado de TV.Precio: $3,276,000.00 a $4,148,000.00",https://www.lamudi.com.mx/departamento-independencia-1.html
1453,3,3,6,150,2,departamento,,"[-99.2683962,19.366118]","Santa Fe Cuajimalpa, Cuajimalpa de Morelos",unknown,7100000,AP60A70BDEB67D3MX,"[""departamento"",""departamentos""]",2011,"Se vende bonito departamento en Santa Fe, Condominio Infiniti. Consta de 2 recámaras, la principal con baño y vestidor, sala-comedor, cocina integral abierta, área de lavado, cuarto de servicio con baño que se modificó para ser una 3er recamara, bodega en sótano y 2 estacionamientos. El condominio cuenta con excelentes amenidades: piscina y gimnasio en cada torre, vestidores con vapor y sauna, piscina semi-descubierta en planta baja, salones de fiesta, ludoteca, sala de jóvenes, sala de cine, squash, salón de adultos, asadores y amplias áreas verdes. Vigilancia 24 hrs.",https://www.lamudi.com.mx/departamento-en-venta-en-santa-fe-cuajimalpa-cuajimalpa-de-morelos-27.html
1454,2,2,unknown,85,2,departamento,,"[-99.163617,19.395807]","Del Valle, Benito Juárez",unknown,6972000,NO514AP63PXGINTRESMX,"[""departamento"",""departamentos""]",unknown,"Departamento de 2 Habitaciones, 2 Baño(s), 2 cajones de estacionamiento, 85 m2 construcción, 9 m2 de Balcón o terraza, 94 m2 totales Hermoso desarrollo en una de las mejores zonas de la ciudad, Col. Del Valle. 52 departamentos en Preventa",https://www.lamudi.com.mx/departamento-106-amores-219-748936-29.html
1455,1,1,2,49,1,departamento,,"[-99.154726,19.468974]","Del Gas, Azcapotzalco",unknown,2042592,AP5E1540C90FCF7MX,"[""departamento"",""departamentos""]",unknown,"Enksa AzcapotzalcoEnksa Azcapotzalco tiene una opción a tu medida, con cómodos departamentos de 2 y 3 recámaras. La ubicación te ofrece movilidad y cercanía a las vialidades más importantes de la Ciudad de México, estarás a tan sólo a 2 cuadras de la vialidad Circuito Interior y a 10 minutos de la zona Polanco. Vive una experiencia completa todos los días, disfrutanto espacios comunes diseñados para compartir y crecer en comunidad (alberca, gimnasio, ludoteca, salón de usos múltiples, áreas de estar, pista de jogging, juegos al aire libre) ¡Agenda una cita, visita nuestro showroom y conoce nuestra promociones del Buen Fin-Guadalupe-Reyes!",https://www.lamudi.com.mx/enksa-azcapotzalco.html
1456,2,2,4,84.51,1,departamento,,"[-99.188367,19.392448]","San Pedro de los Pinos, Benito Juárez",unknown,3780000,AP5E1D253087EFDMX,"[""departamento"",""departamentos""]",unknown,"Práctico y funcional Departamento de 2 Habitacion(es), 2 Baño(s), 84.51 m2 Habitables. Cuenta con 1 Garage(s)Proyecto urbano con magnifica integracion de una casa catalogada que funciona como punto de reunión, o recepción oficial del conjunto al incluir un área de usos múltiples, ludoteca, salón de juegos, área de negocios GYM, con 54 Departamentos que van de los 69 m2 a los 113 m2, proyectados en dos torres de 8 niveles, con excelentes espacios habitables en una gran distribución . cuenta con 3 sótanos de estacionamiento con 86 cajones, elevadores, vigilancia y ducto recolector de basura.",https://www.lamudi.com.mx/unidad-307-arium.html
1457,1,1,2,60,1,departamento,,"[-99.172525,19.437722]","Anzures, Miguel Hidalgo",unknown,3270000,AP5FC82273EA50FMX,"[""departamento"",""departamentos""]",unknown,"DistumUbicado en la inmediación de las mejores zonas de la CDMX, acceso imediato a Polanco, Corredor Reforma, Nuevo Polanco, Lomas de Chapultepec e Insurgetes y ReformaDesarrollo habitacional de usos mixtos, con comercio en planta baja, pet friendly y excelentes amenidades, SKY GYM, SKY SPA, Terraza de Hidromasaje, Bussines center, Pet zone, area de juegos para niños y ludoteca.",https://www.lamudi.com.mx/distum.html
1458,1.5,2,unknown,100,1,departamento,,"[-99.167668,19.389164]","Del Valle, Benito Juárez",unknown,3750000,AP60F9BEA21E7F1MX,"[""departamento"",""departamentos""]",2021,"Si quieres vivir en un muy lindo lugar, todo nuevo, con una ubicación privilegiada, no dejes de conocer este Departamento recién remodelado, con excelente ubicación a un paso de las Colonia Nápoles, Narvarte e Insurgentes San Borja, muy cerca de principales avenidas como Av. División del Norte, Viaducto Miguel Alemán, Eje 3, Eje 5 y a 20 mts. de Avenida Insurgentes, a tres cuadras del World Trade Center y rodeado de farmacias, bancos, restaurantes, centros comerciales, con el Metro Bus casi a la puerta y todos los medios de transporte a la mano. Excelentes y muy amplios espacios, muy iluminado, soleado y cómodo, con vista arbolada, sala, comedor, cocina integral, dos recamaras, la principal con baño privado, baño de visitas, excelentes terminados, cuarto de servicio con baño y área de lavado en la azotea Puerta eléctrica, portero y elevador No dejes pasar la oportunidad, está impecable, para habitar de inmediato y con todo cerca y a la mano, agenda tu cita que con gusto te atenderemos.",https://www.lamudi.com.mx/hermoso-departamento-impecable-en-del-valle-norte-1.html
1459,2,2,unknown,100,2,departamento,,"[-99.17733,19.39337]","Napoles, Benito Juárez",unknown,4990000,AP60832DE2A70EFMX,"[""departamento"",""departamentos""]",unknown,"Departamento en excelente ubicacion.  -m2: 100 m2 -recamaras: 2 recamaras -baños: 2 baños completos con vestidor y un 1/2 baño. -cocina completa con horno de microonda, refrigerador y horno ya lo incluye.  -area de roof garden, techada ya con piso.  -area de lavado -bodega -cuarto de servicio o area para oficina",https://www.lamudi.com.mx/departamento-de-100-m2.html
1460,1,2,unknown,62,1,departamento,,"[-99.13709,19.3056]","Ex Hacienda Coapa, Tlalpan",unknown,466667,AP60DF7ED4AA0AAMX,"[""departamento"",""condominio-horizontal""]",unknown,"Excelente oportunidad de adquirir tu patrimonio a bajo costo  Pago de contado, sin creditos, en dos pagos:  Primer pago a la firma de contrato Segundo pago al momento de escriturar a tu nombre!!  Aseguramos tu confianza ya que proporcionamos todas las garantias bajo contrato  Magnifica casa excelente zona ya que esta rodeado de todo tipo de Comercios como plazas, cines, bancos, escuelas, parques, hospitales, mercados, farmacias etc.  Cerca de claz del hueso y anillo periferico a unos min de galerias coapa  Excelente plusvalía, todos los servicios cercanos.  Entrega garantizada!! Especialistas en recuperación de Inmuebles y consultoria en remates.  Asesoría gratuita en nuestro corporativo. Tel/watts app/telegram 56-26-45-74-14 Alejandro aguilar asesor inmobiliario. Gracias  * imagenes ilustrativas",https://www.lamudi.com.mx/hermoso-departamento-en-tlalpan-aproveche-la-oportunidad.html
1461,2,2,unknown,96.3,2,departamento,,"[-99.252902,19.379792]","Santa Fe, Álvaro Obregón",unknown,5419480,AP5E87D3E06FBBBMX,"[""departamento"",""departamentos""]",unknown,"Departamento Madrid de 96.3 metros cuadrados con dos recámaras, estancia, comedor, dos baños, vestidor, cocina y cuarto de lavado. ¡SÓLO EN MARZO! RESERVA CON SÓLO EL 20% DE ENGANCHE DIFERIDO A 28 MESESDesde $ 5,419,480.00DEPARTAMENTOS DESDE $ 3,541,020.00** ENGANCHE DESDE $1,062,306.00 PESOS DIFERIDO HASTA 29 MESES*** High Park Reforma está pensado detalle a detalle, con una esencia que ofrece una fusión de arte, arquitectura y diseño. High Park Reforma es el espacio único que refleja lo que eres: icónico y exclusivo. High Park Reforma está ubicado en punto estratégico de Santa Fe que conecta con zonas emblemáticas de la CDMX, Av. Prolongación Paseo de la Reforma 291. Exclusividad, arquitectura y sofisticación, en el interior. Sociedad, cultura y negocios a tu alrededor. QUEREMOS INVADIR TUS SENTIDOS En High Park Reforma encontrarás: Front Ground Amenities: Garden, Playground y Motor Lobby. Center Ground Amenities: Lobby, Lounge, Junior Lounge, Theater, Party Venue, Mail Room, Business Center y Playroom. Back Ground Amenities: BBQ Zone, Jogging Track, Fire Pit, Pet Zone, Climbing Wall, Green Wall y Court. Sky Amenities: Sky Pool, Wading Pool, Jacuzzi, Sky Views, Juice Bar, Sky Spa M&W y Sky Fitness. DISEÑO PENSANDO EN CADA DETALLE Vivirás la exclusividad y el estilo de las ciudades más bellas, reflejadas en 11 departamentos diferentes. Desarrollo Vertical Preventa 303 Departamentos 3 trimestre 2022 Av. Prolongación Paseo de la Reforma 291 CP. Ver datos Col. Lomas de Santa Fe, Álvaro Obregón, CDMX. *Los bocetos, previsualizaciones, materiales gráficos, especificaciones, términos y condiciones incluidos en este anuncio, pertenecientes a este desarrollo, son propuestas. El Desarrollador se reserva el derecho de modificar, revisar o retirar cualquier elemento a su discreción y sin previo aviso, sin demeritar la calidad final del proyecto.",https://www.lamudi.com.mx/madrid-high-park-reforma.html
1462,2,2,4,100,2,departamento,,"[-99.167668,19.389164]","Del Valle, Benito Juárez",unknown,4900000,AP61122246DEFE3MX,"[""departamento"",""departamentos""]",2021,"11 Departamentos en total en la colonia del Valle a estrenar ubicados en el corazón de la Del Valle, de 100 m2 desde $ 4,900,000.-  en Primer piso  y    $ 5,100,000.-  en segundo piso y $ 5,500,000.- en tercer piso este con roof garden privado de 39 m2  2 recamaras con opción a 3 o estudio  2 baños completos con ventilación natural y  cancel de cristal templado Amplia estancia muy iluminada  con balcón o terraza Bodega 2 estacionamientos Cocina  abierta equipada con barra de granito Roof Garden común y privado Vigilancia 24 hrs.Tramitamos tu crédito bancario con las mejores tasas de interés del mercado. EasyBroker ID: EB-GC0241",https://www.lamudi.com.mx/departamento-en-venta-benito-juarez-143.html
1463,2,2,unknown,135,1,departamento,,"[-99.13605,19.36146]","Banjidal, Iztapalapa",unknown,4500000,AP6075E1FD9328BMX,"[""departamento"",""departamentos""]",unknown,"Únicos 3 departamentos nuevos en venta (1por piso), 135m2 habitables + 40m2 de roof garden privado, 2 recámaras con closet, opción a 3, 2 baños completos, sala, comedor, sala de tv, cocina integral, cuarto de lavado, 2 estacionamientos, balcones, el desarrollo cuenta con acabados de lujo y acabados para contar con una excelente vista e iluminación natural. La construcción del condominio cuenta con 2 cisternas y cimientos reforzados. Ubicada en una zona segura, calle cerrada y con vigilancia. informes y citas-",https://www.lamudi.com.mx/departamentos-en-ventas.html
1464,1,1,2,51,1,departamento,,"[-99.1629568,19.4240284]","Roma Norte, Cuauhtémoc",unknown,3386765,AP609AF7CFB5647MX,"[""departamento"",""departamentos""]",unknown,"Hermoso departamento conformado por 1 recámara, 1 baño y 1 cajón de estacionamiento. Cuenta con 51 m2 habitables y 57 m2 de área total.  Prisma  45 departamentos desde 55 m2 Distribuidos en 2 torres y 9 niveles. Cuenta con 2 niveles de estacionamiento y 46 cajones de estacionamiento. 1 o 2 recámaras 1 o 2 baños Sala comedor Área de servicio Cocina Balcón o terraza Vigilancia 24/7 Algunos departamentos cuentan con Roof Garden Privado, departamentos a una cuadra de Plaza Río de Janeiro.",https://www.lamudi.com.mx/prisma-2.html
1465,1,2,unknown,85,1,departamento,,"[-99.13454,19.34617]","Campestre Churubusco, Coyoacán",unknown,2600000,AP610ACEB69F32AMX,"[""departamento"",""departamentos""]",unknown,"Departamento remodelao y muy bien ubicado, a una cuadra de Taxqueña, Tlalpan y Miramontes.  Se encuentra en primer piso interior, iluminado y no cuenta con elevador. Tiene un cuarto de servicio en la azotea y jaula de tendido.  2 recamaras 1 baño 1 estacionamiento",https://www.lamudi.com.mx/centrico-departamento-remodelado.html
1466,1,2,4,90,0,departamento,,"[-99.1410788,19.3741118]","San Simón Ticumac, Benito Juárez",unknown,3094416,AP5F337552BB8DAMX,"[""departamento"",""departamentos""]",2021,"Ref: NEX-33600Pre-venta de nuevo departamento alcaldía Benito Juarez.ESTRENA TU PROPIO DEPARTAMENTO YAExclusivo departamento con amplios espacios, adaptado a las necesidades de la actualidad y diseños modernos para tu estilo de vida.El edificio cuenta con 4 torres con un total de 68 departamentos, distribuidos en 5 niveles y 8 locales comerciales.Cerca de estaciones del metro.Céntrico y de fácil acceso a avenidas principales.Ubicado al sur de la Ciudad de México en una de sus principales avenida.90.48 m22 recamaras con closet.1 baño con canceleria.Cocina integral.Sala comedor.Piso laminado.Gas natural.Balcón.Patio interior de 7.42 m2.Cuarto de lavado.Seguridad 24,7Entrega diciembre 2021.Nos adecuamos a tu forma de pago y aceptamos todo tipo de créditos.CONTACTA AL ASESOR PARA VISITAR EL DEPARTAMENTO MUESTRA, CONOCE TODOS LOS DETALLES Y AGENDA UNA CITA PARA VER PERSONALMENTE TODO LO QUE LA PROPIEDAD TIENE PARA OFRECERTE.TE LLEVAMOS DE LA MANO EN TODO EL PROCESONEXIMOINMOBILIARIADIGITAL",https://www.lamudi.com.mx/preventa-de-departamento-en-san-simon-benito-juarez-cdmx-2.html
1467,3,3,6,242,2,departamento,,"[-99.1902405,19.4286597]","Polanco, Miguel Hidalgo",unknown,19000000,AP6004EEACB2203MX,"[""departamento"",""departamentos""]",2021,"Acaba a tu gusto este hermoso departamento, en obra blanca,son 242m , cocina italiana , amplia estancia,3 recamaras con baño y vestidor!,la principal con balcón, sala de tv, con terraza, cuarto de servicio, lavandería, lugar para dos autos! Piso bajo Bodega! Vigilancia  24 horas! Edificio pequeño! Pocos departamentos Magnífica  ubicación! A solo unos minutos de Reforma!  Preciosa calle, tranquila. EasyBroker ID: EB-GM6395",https://www.lamudi.com.mx/estrena-departamento-tres-picos-polanco.html
1468,3,3,6,302,2,departamento,,"[-99.1889588,19.4287651]","Polanco, Miguel Hidalgo",unknown,25000000,AP6007CD545594FMX,"[""departamento"",""departamentos""]",2021,"Precioso departamento Garden para estrenar en la calle más prestigiosa de Polanco, a unos pasos de Reforma.  Se entrega en obra blanca para que lo acabe a su gusto, solo falta pisos, pintura y carpintería. Son 227m más 75m de terrazas. Amplia estancia, cocina italiana 3 recámaras con vestidor y baño, baño de visitas, 2 lugares de estacionamiento, bodega.Vigilancia 24 hrs. Precio promoción tiempo limitado. Baja de 30M a 25M. EasyBroker ID: EB-GN1198",https://www.lamudi.com.mx/venta-garden-polanco-tres-picos-baja-de-precio-oferta-este-mes.html
1469,1,1,2,61,1,departamento,,"[-99.136,19.3653]","Narvarte, Benito Juárez",unknown,3346000,AP605BB9ED8B89FMX,"[""departamento"",""departamentos""]",unknown,"Adara NarvarteADARA es un exclusivo desarrollo con solo 27 departamentos en la colonia Narvarte.Cercano a importantes vialidades como Xola, Av.Cuauhtémoc y Viaducto Miguel Alemán. Esta cualidad le permite tener una salida a cualquier punto de la ciudad siendo tu hogar un punto medio entre ellos.La colonia Narvarte se caracteriza por conjugar sus raíces tradicionales con el auge en la construcción de nuevos proyectos comerciales como Parque Delta y un sin fin de comercios. Al ser una colonia consolidada y tradicional, lo tendrás todo a pocas calles.En ADARA encontraras configuraciones de 1 y 2 recámaras, 1 y 2 baños, 1 y 2 estacionamientos,cocina equipada, terraza y adicional como área común un magnífico roof garden.5 departamentos por piso roof garden comun",https://www.lamudi.com.mx/adara-narvarte.html
1470,2,2,4,148,2,departamento,,"[-99.192346,19.4360517]","Polanco, Miguel Hidalgo",unknown,19500000,AP5F601EBE5720FMX,"[""departamento"",""departamentos""]",2017,"Se encuentra en una de las mejores colonias de la ciudad de México, cerca de Restaurantes refinados, establecimientos elegantes, boutiques,  espacios verdes, oficinas y departamentos de lujo. El departamento esta distribuido en 148 metros cuadrados + 51 metros de terraza, cuenta con dos habitaciones, sala, comedor, family,  cocina,  área de servicio, cuarto de servicio. Amenidades Elevador Jardín  Vigilancia 24/7. EasyBroker ID: EB-FH6647",https://www.lamudi.com.mx/departamento-en-venta-polanco-313.html
1471,1,1,unknown,61.53,1,departamento,,"[-99.282285,19.36322]","Santa Fe Cuajimalpa, Cuajimalpa de Morelos",unknown,4268908,AP5D237632A563BMX,"[""departamento"",""departamentos""]",unknown,"Bello y Lujoso Departamento conformado por 1 Habitacion(es), 1 Baño(s) y 1 Garage(s), ubicado en Cuajimalpa de Morelos, Distrito Federal. De 61.53 m2 Habitables y 61.53 m2 Totales con Precio desde 4268908Disfrutar la Ciudad de México desde el Poniente es una gran experiencia, si lo combinas con vistas inigualables, una reunión de amigos, espacios increíbles de convivencia y un exclusivo estilo de vida, estarás en lo más alto... Up Santa Fe.Vivir en Up Santa Fe es vivir sin preocupaciones, vives en un departamento de primera con servicios premium. Cerca de las mejores universidades y la zona ejecutiva de Santa Fe, UP es una perfecta opción para disfrutar el poniente de la ciudad. Disfruta de nuestras amenidades que te harán sentir cómodo para cualquiera de tus actividades. Lleva una vida fit y sal a despejarte al parque La Mexicana que queda a solo unos minutos.____Preventa desde $ 3,348,837 m.n.Firma tu departamento con el 5% y mensualidades desde $28,800 m.n.Paga el 25% durante obra y liquida a la firma de escritura*",https://www.lamudi.com.mx/modelo-a3-up-santa-fe.html
1472,4.5,3,7.5,377.56,4,departamento,,"[-99.249479,19.384804]","Cooperativa Palo Alto, Cuajimalpa de Morelos",unknown,28299308,AP5DCDA85C25DF9MX,"[""departamento"",""penthouse""]",unknown,"Hermoso y Práctico Penthouse conformado por 3 Habitaciones, 4.5 Baños y 4 Garages. De 377.56 m2 Habitables. Cuenta con 129.05m2 de Terraza. Agwa Bosques Agwa Bosques se encuentra en el corredor Bosques-Santa Fe, una ubicación única y de creciente plusvalía que te permite estar en conectado con los puntos más importantes de Santa Fe, Bosques de las Lomas, Interlomas y la Ciudad de México, lugares donde podrás tener a la mano centros comerciales, supermercados y escuelas.Acorde con los conceptos más innovador en desarrollos inmobiliarios, Agwa Bosques ha incluido en su diseño una extensa lista de servicios y amenidad para que tengas todo lo que necesitas a la mano.Agwa Bosques te ofrece diversas opciones de departamentos de 2 y 3 recámaras y pent-houses en los que sobresale el diseño inteligente de los espacios, creando una sensación de bienestar, amplitud, luminosidad y libertad.Venta Departamentos en Bosques desde $9’267,000 m.n.Paga el 25% durante obra y liquida a la firma de escritura",https://www.lamudi.com.mx/modelo-ph-1-terraza-agwa-bosques-del-parque.html
1473,2,2,2,56,1,departamento,,"[-99.18078,19.46713]","Clavería, Azcapotzalco",unknown,3090000,AP5D76BA6E6FB42MX,"[""departamento"",""departamentos""]",unknown,"Cuitláhuac 3312Es un desarrollo ubicado en Clavería, alcaldia Azcapotzalco. Se trata de una PREVENTA y consta de 22 departamentos de 2 o 3 recamaras con terrazas, balcón y/o Roof Garden Privado. Roof Garden Común, area de asadores. Elevador. Vigilancia las 24 h.",https://www.lamudi.com.mx/cuitlahuac-3312.html
1474,2,3,5,113,1,departamento,,"[-99.1702343,19.3678407]","Del Valle, Benito Juárez",unknown,3800000,AP60E813DC88916MX,"[""departamento"",""departamentos""]",2021,"Ubicadísimo y atractivo departamento cerca de todo para poner a tu gusto, en la Del Valle, que cuenta con 3 recámaras con closets, 2 baños completos, amplia sala-estancia y comedor, balcón, cocina integral, área de lavado y jaula de tendido en azotea. Un estacionamiento fijo, techado e independiente. Opción de rentar otro lugar de estacionamiento.  Servicio de portería de lunes a sábado, buena iluminación, espacios amplios, quinto piso, exterior, elevador, 10 departamentos en el edificio / 5 pisos. EasyBroker ID: EB-HX6497",https://www.lamudi.com.mx/ubicadisimo-y-hermoso-departamento-en-la-del-valle.html
1475,1,2,unknown,65,1,departamento,,"[-99.167668,19.389164]","Del Valle, Benito Juárez",unknown,1430000,AP611714D45A3BCMX,"[""departamento"",""departamentos""]",unknown,"Aprovecha lindo departamento a 1 cuadra de soriana pilares y avenida universidad, a 5 mins de plaza universidad    ¡¡¡excelente oportunidad de inversión!!!  - pago unicamente de contado  - inmueble de recuperacion bancaria  - ahorro del 30% al 70% del valor real  - entrega 10 a 12 meses  - se firma ante notario  - entrega 100% garantizada o la devolucion integra de tu inversion  Asesoría gratis: l.c. Mireya rojas",https://www.lamudi.com.mx/gran-precio-departamento-en-juan-sanchez-azcona-benito-juarez.html
1476,2,3,5,177,2,departamento,,"[-99.2696359,19.3594536]","Santa Fe, Álvaro Obregón",unknown,14500000,AP6000FA62BE1B4MX,"[""departamento"",""departamentos""]",2021,"Hermoso y moderno departamento en venta  con terraza de 100 m2, en la torre Ámsterdam de city Santa Fe.  Ubicado en la mejor zona, sobre Av. Santa Fe, cercano a bancos, supermercados, escuelas y tiendas.  Excelente distribución, hermosos acabados, muy iluminado, terraza de gran tamaño con parrilla, la mejor vista.  El desarrollo cuenta con seguridad 24/7, alberca, gym, ludoteca, salón de eventos, juegos infantiles, salón de usos múltiples. EasyBroker ID: EB-GM0128",https://www.lamudi.com.mx/venta-y-renta-departamento-city-santa-fe-amsterdam.html
1477,2,2,4,63.13,1,departamento,,"[-99.157233,19.44905]","Santa Maria La Ribera, Cuauhtémoc",unknown,2780000,AP5D85191C0DDD3MX,"[""departamento"",""departamentos""]",unknown,"En LIFE Santa María vive como siempre lo has soñado, con una excelente ubicación que te permita trasladarte a cualquier punto de la ciudad, sin complicaciones, rodeado de plazas y centros comerciales, museos, parques, restaurantes, escuelas, centros culturales en espacios abiertos.Nuestro desarrollo está perfectamente diseñado para todos los gustos y necesidades, con distribuciones de 2 recámaras, 2 baños y 1 lugar de estacionamiento.Como amenidades tendrá salón de usos múltiples, salón de adultos, gimnasio y ludoteca.",https://www.lamudi.com.mx/life-santa-maria.html
1478,2,2,4,85,2,departamento,,"[-99.182562,19.384723]","Ciudad de los Deportes, Benito Juárez",unknown,4506532,AP60C7B56E973D2MX,"[""departamento"",""departamentos""]",unknown,"2 RECAMARAS 2 BAÑOS SALA COMEDOR COCINA EQUIPADA AREA DE LAVADOCerrada de San Antonio 1024 departamentos en excelente ubicación son cuatro prototipos de 85 m2, 79 m2 y 69 m2 de dos recámaras; un tipo de 61 m2 de una recamara con 1 y 2 baños, con uno y dos lugares de estacionamientos, roof garden común y privados, elevador, vestíbulo con caseta de vigilancia, 2 sótanos de estacionamiento totalmente equipados, con acabados de primera calidad, departamento muestra cerca de la construcción para ver la clase de edificio que se entregara.Facilidades de pago y trámites para tu crédito.",https://www.lamudi.com.mx/depto-1-cerrada-de-san-antonio-10.html
1479,1,2,unknown,48,1,departamento,,"[-99.12413,19.32982]","Culhuacán CTM Canal Nacional, Coyoacán",unknown,1350000,AP60F321FCB6633MX,"[""departamento"",""departamentos""]",unknown,"Edificio de tan solo 2 niveles, el departamento se encuentra en 2° nivel y cuenta con iluminación natural, estancia - comedor, cocina, área de lavado integrada al departamento, baño completo, 2 recámaras sin closet (con espacio para poner closets).1 lugar de estacionamiento en área común.El edificio ofrece cisterna, personal de limpieza y vigilancia las 24 hrs.Mantenimiento $200.00En la Col. CTM Culhuacán, a 2 calles de Av. Santa Ana, cerca de Calz. de La Virgen, Av. Cafetales (Eje 3), Canal Nacional y Av. Tláhuac; a minutos de Calz de las Bombas, Calz del Hueso, Av Tazqueña, Miramontes y Perifrico. A unos pasos de las estaciones Esime Culhuacán y Cafetales. Transporte público, escuelas, papelerías, farmacias, panadería y mucho más.*DISFRUTA LA JORNADA NOTARIAL*Se aceptan todos los créditos excepto FOVISSSTE.",https://www.lamudi.com.mx/acogedor-depto-listo-para-habitar-cerca-de-esime-culhuacan.html
1480,2,2,0,62,1,departamento,,"[-99.0926825,19.3124789]","San Nicolás Tolentino, Iztapalapa",unknown,1900000,AP60B5CB8FCDF5DMX,"[""departamento"",""departamentos""]",2021,"[VEN] ID HM: 32505En Houm te lo hacemos más fácil y seguro. Los beneficios de comprar con nosotros: Te ayudamos a conseguir financiamiento a través de una asesoría personalizada. Mediación y seguimiento de todo el proceso. Te ayudamos a conseguir la documentación para el estudio de títulos. ¡Sólo te preocupas de las firmas!.Departamento en Venta 2 dormitorios 2 baño con una superficie total de 62 m2. Ubicado en la colonia San Nicolas Tolentino I, a ocho cuadras del Metro Lomas Estrella L12. Casa ideal para quienes trabajan y/o estudian en la zona sur-poniente de la ciudad, cercano a UAM Xochimilco, Supermercados, Periférico, Bancos Restaurantes, Parque Cuemanco, Avenida Tláhuac. Principales características: 2 recámaras 2 baños 1 estacionamiento Aceptan mascotas Vigilancia.  2 Entradas al fraccionamiento. ¡Comienza una nueva etapa en esta casa!.",https://www.lamudi.com.mx/departamento-en-san-nicolas-tolentino-i-2-habitaciones-62-0-m2.html
1481,2,2,0,70,1,departamento,,"[-99.1398862,19.368104]","Portales, Benito Juárez",unknown,3100000,AP60B9C4547872CMX,"[""departamento"",""departamentos""]",2021,"[VEN] ID HM: 32642En Houm te lo hacemos más fácil y seguro. Los beneficios de comprar con nosotros: Te ayudamos a conseguir financiamiento a través de una asesoría personalizada. Mediación y seguimiento de todo el proceso. Te ayudamos a conseguir la documentación para el estudio de títulos. ¡Sólo te preocupas de las firmas!.Departamento en Venta con 2 dormitorios 2 baños con vista oriente despejada con una superficie total de 70 m2. Ubicado en  Suiza , 34,  Portales Oriente,. Cerca de Av. Tlalpan y de metro Portales.Principales características: Estacionamiento Cocina Full Equipada. Comedor de Diario. Barras para Cortinas. Piso cerámico. Conserjería las 24 Horas.¡Comienza una nueva etapa en este departamento!.",https://www.lamudi.com.mx/departamento-en-portales-oriente-2-habitaciones-70-0-m2-2.html
1482,1,2,0,70,1,departamento,,"[-99.1548512,19.4185979]","Roma Norte, Cuauhtémoc",unknown,3200000,AP60D56C85BEECDMX,"[""departamento"",""departamentos""]",2021,"[VEN] ID HM: 35045En Houm te lo hacemos más fácil y seguro. Los beneficios de comprar con nosotros:Te ayudamos a conseguir financiamiento a través de una asesoría personalizada.Mediación y seguimiento de todo el proceso.Te ayudamos a conseguir la documentación para el estudio de títulos.¡Sólo te preocupas de las firmas!.Departamento en Venta con 2 dormitorios 1 baño completo y con una superficie total de 70m2.Ubicado en Calle Chihuahua en la Roma Norte, cerca de excelentes vías de acceso, parques y centros comerciales cercanos; se encuentra en una de las colonias más solicitadas y reconocidas de la CDMX, cerca del metro Hospital General y los metrobuses Hospital General de la línea 3, y Álvaro Obregón / Sonora de la línea 1. A pocas cuadras de Av Cuauhtémoc, Medellín, Monterrey e Insurgentes. Cerca de Plaza Insurgentes, Pabellón Cuauhtémoc y Álvaro Obregón.Principales características:Departamento en 2 nivel.SalaComedor2 recámarasCocina1 baño completoestacionamientoJardín Interior Propio¡Comienza una nueva etapa en este departamento!.[VEN] ID HM: 35045",https://www.lamudi.com.mx/departamento-en-roma-norte-2-habitaciones-70-0-m2.html
