|id|precio_m2|precio|moneda|precio_MXN|mantenimiento|superficie_total|superficie_cubierta|colonia|alcaldia|direccion|dormitorios|baños|cocheras|anunciante|url|google_src|lat|lng
2244|2244||2150000|2150000|N/A|450.0||85.0| Prado Churubusco| Coyoacán|Calzada de la viga,  Prado Churubusco, Coyoacán|2.0||1.0|Professo Coyoacan Centro |https://www.inmuebles24.com/propiedades/departamento-en-venta-en-prado-churubusco-61880901.html|//maps.google.com/maps/api/staticmap?center=19.354732200000000,-99.121676299999990&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=2HJMTppzPjNVas8pmeZwA8whblY=&channel=rpfic-i24|19.3547322|-99.1216763
2245|2245|45161.290322580644|2800000|2800000|N/A|1500.0|62.0|62.0| Ampliación Granada| Miguel Hidalgo|Laguna de Mayran,  Ampliación Granada, Miguel Hidalgo|2.0|2.0|1.0|AIDY TORRES|https://www.inmuebles24.com/propiedades/remate-departamento-en-nuevo-polanco-61588700.html|//maps.google.com/maps/api/staticmap?center=19.445461585441470,-99.185646112194830&zoom=16&markers=19.445461585441470,-99.185646112194830&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=aQGEZztZWrjX3Ku0mq4F2wt9_tw=&channel=rpfic-i24|19.44546158544147|-99.18564611219485
2246|2246|34000.0|5100000|5100000|N/A||150.0|150.0| Granada| Miguel Hidalgo|LAGO HEILMAR,  Granada, Miguel Hidalgo|2.0|3.0|2.0|ROMUN INMUEBLES|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-granada-59510108.html|//maps.google.com/maps/api/staticmap?center=19.444568700000001,-99.191900099999998&zoom=16&markers=19.444568700000001,-99.191900099999998&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=9VGT-yltlKkkDSXbHbxB9pDauhU=&channel=rpfic-i24|19.4445687|-99.1919001
2247|2247|65384.61538461538|3400000|3400000|N/A||52.0|56.0| Centro | Cuauhtémoc|REVILLEGIJEDO 18, CENTRO, CUAUHTEMOC,  Centro , Cuauhtémoc|1.0|1.0|1.0|2Aguas INMUEBLES EN MOVIMIENTO|https://www.inmuebles24.com/propiedades/vende-departamento-en-puerta-alameda-centro-61829774.html|//maps.google.com/maps/api/staticmap?center=19.436160900000000,-99.137313600000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=5-RNX2DK-JzKfer2ccKw-wlBVA4=&channel=rpfic-i24|19.4361609|-99.1373136
2248|2248|36065.57377049181|4400000|4400000|N/A||122.0|122.0| Granjas Navidad| Cuajimalpa de Morelos|Camino a Huizachito,  Granjas Navidad, Cuajimalpa de Morelos|3.0|2.0|2.0|YOUR HOME|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-granjas-navidad-61265289.html|//maps.google.com/maps/api/staticmap?center=19.374131299999998,-99.285488400000005&zoom=16&markers=19.374131299999998,-99.285488400000005&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=38U0iVNG5pUxLGGhroQuld5bO20=&channel=rpfic-i24|19.3741313|-99.2854884
2249|2249|29411.758823529413|4999999|4999999|N/A|1800.0|170.0|170.0| Portales| Benito Juárez|ⓏⓄⓃⒶⒽⓄⒼⒶⓇⒺⓈ  Cercano Alberca Olimpica,  Portales, Benito Juárez|3.0|3.0|2.0|zonahogares.com|https://www.inmuebles24.com/propiedades/-penthouse-entrega-inmediata-61514951.html|//maps.google.com/maps/api/staticmap?center=19.358684400000000,-99.154465199999990&zoom=16&markers=19.358684400000000,-99.154465199999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=9tS9sTQTG34nnQ1v2NmktnZfxwo=&channel=rpfic-i24|19.3586844|-99.1544652
2250|2250|4000.0|1600000|31680000.0|N/A||400.0|500.0| Real de las Lomas| Miguel Hidalgo|3er Retorno Sierra Itambe 47,  Real de las Lomas, Miguel Hidalgo|3.0|3.0|4.0|Claudia Ortiz Arce|https://www.inmuebles24.com/propiedades/vive-en-la-mejor-privada-de-bosques-de-las-lomas-59794505.html|//maps.google.com/maps/api/staticmap?center=19.396302200000000,-99.239758999999990&zoom=16&markers=19.396302200000000,-99.239758999999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=OF83B4MwZZKdvcIsRIrWmq5pQqs=&channel=rpfic-i24|19.3963022|-99.239759
2251|2251|35569.620253164554|2810000|2810000|N/A|500.0|79.0|79.0| Asturias| Cuauhtémoc|Viaducto Río de la Piedad,  Asturias, Cuauhtémoc|2.0|1.0||HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-asturias-con-2-recamaras-id:-25170.-60870935.html|//maps.google.com/maps/api/staticmap?center=19.403705500000000,-99.135853499999996&zoom=16&markers=19.403705500000000,-99.135853499999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Qb14TTFDoIQWNYtqw744Cahz0B8=&channel=rpfic-i24|19.4037055|-99.1358535
2252|2252|61176.470588235294|5200000|5200000|N/A||85.0|85.0| Cuadrante de San Francisco| Coyoacán|Avenida Miguel Ángel de Quevedo ,  Cuadrante de San Francisco, Coyoacán|2.0|2.0|2.0|Stefany Karen Flores Belmonte|https://www.inmuebles24.com/propiedades/penthouse-coyoacan-61877253.html|//maps.google.com/maps/api/staticmap?center=19.344702100000000,-99.166229700000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Ubzl87ERVcytuAk5IRf3Pnn0Gac=&channel=rpfic-i24|19.3447021|-99.1662297
2253|2253|16459.627329192546|5300000|5300000|N/A||322.0|320.0| San Lorenzo Huipulco| Tlalpan|Av. Forestal,  San Lorenzo Huipulco, Tlalpan|4.0|3.0|1.0|Morales Arias Bienes Raices|https://www.inmuebles24.com/propiedades/casa-en-venta-con-2-frentes-av-forestal-col.-huipulco-61956529.html|//maps.google.com/maps/api/staticmap?center=19.293981303719896,-99.145417347221380&zoom=16&markers=19.293981303719896,-99.145417347221380&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=WigrLXOijzt-QUQdZBZ0efGLcSg=&channel=rpfic-i24|19.293981303719896|-99.14541734722138
2254|2254||7980000|7980000|N/A|||127.0| Anáhuac I Sección| Miguel Hidalgo|LAGO ALBERTO,  Anáhuac I Sección, Miguel Hidalgo|3.0|2.0|2.0|MOEASY INMOBILIARIO S.A. DE C.V.|https://www.inmuebles24.com/propiedades/bonito-departamento-en-venta-en-be-grand-alto-polanco-61951637.html|//maps.google.com/maps/api/staticmap?center=19.439940137576947,-99.183692908984370&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=oJMRq4yksSO_sGHOJDTImvDyhDY=&channel=rpfic-i24|19.439940137576947|-99.18369290898436
2255|2255||12000000|12000000|N/A|5000.0||174.0| Lomas de Santa Fe| Alvaro Obregón|Carlos Lazo 20, Lomas de Santa Fe, Alvaro Obregon ,  Lomas de Santa Fe, Alvaro Obregón|2.0|2.0|2.0|COLDWELLBANKER HOUZ |https://www.inmuebles24.com/propiedades/departamento-en-renta-en-lomas-de-santa-fe-61666524.html|//maps.google.com/maps/api/staticmap?center=19.363817000000000,-99.265857500000000&zoom=16&markers=19.363817000000000,-99.265857500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ivn9XYznKlTl97EMp0eN6WCbSqI=&channel=rpfic-i24|19.363817|-99.2658575
2256|2256|54487.179487179485|8500000|8500000|N/A|3800.0|156.0|156.0| Cruz Manca| Cuajimalpa de Morelos|Haus Suites,  Cruz Manca, Cuajimalpa de Morelos|3.0|3.0|2.0|MIB Soluciones Inmobiliarias |https://www.inmuebles24.com/propiedades/venta-departamento-3-recamaras-haus-av-santa-fe-61687812.html|//maps.google.com/maps/api/staticmap?center=19.360978300000000,-99.269586300000000&zoom=16&markers=19.360978300000000,-99.269586300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=l69rYtbmRBxLhboZHagVX-hZuNM=&channel=rpfic-i24|19.3609783|-99.2695863
2257|2257|117837.52105263158|22389129|22389129|N/A||190.0|190.0| Polanco| Miguel Hidalgo|Musset,  Polanco, Miguel Hidalgo|2.0|2.0|2.0|JLP REALTY HOMES|https://www.inmuebles24.com/propiedades/departamentos-en-venta-en-polanco-miguel-hidalgo-61033517.html|//maps.google.com/maps/api/staticmap?center=19.436988499999998,-99.196586499999995&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=dm8KHHBGxWlB2wynS3aWbuHLDUM=&channel=rpfic-i24|19.4369885|-99.1965865
2258|2258|49042.14559386973|12800000|12800000|N/A|2700.0|261.0|261.0| Polanco| Miguel Hidalgo|Blas Pascal,  Polanco, Miguel Hidalgo|3.0|2.0|2.0|Haz Inmobiliaria|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-polanco-59991639.html|//maps.google.com/maps/api/staticmap?center=19.437156200000000,-99.211748799999995&zoom=16&markers=19.437156200000000,-99.211748799999995&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=nieCCj2wFEmE01ib5uHZrT1mHr8=&channel=rpfic-i24|19.4371562|-99.2117488
2259|2259|37250.0|2980000|2980000|N/A||80.0|80.0| San Pedro de los Pinos| Benito Juárez|CALLE AV. DOS,  San Pedro de los Pinos, Benito Juárez|2.0|2.0||Tecnocasa San Pedro de los Pinos 2012|https://www.inmuebles24.com/propiedades/departamento-venta-61933688.html|//maps.google.com/maps/api/staticmap?center=19.389982758141272,-99.184052819860241&zoom=16&markers=19.389982758141272,-99.184052819860241&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Gv7C94wTxfKx4fl1vF9WAI7PVYQ=&channel=rpfic-i24|19.389982758141272|-99.18405281986024
2260|2260|46653.14401622718|23000000|23000000|N/A|13400.0|493.0|493.0| Santa Fe La Loma| Alvaro Obregón|Bernardo Quintana,  Santa Fe La Loma, Alvaro Obregón|4.0|5.0|4.0|JLP REALTY HOMES|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-santa-fe-la-loma-alvaro-59016660.html|//maps.google.com/maps/api/staticmap?center=19.374682299999999,-99.244259799999994&zoom=16&markers=19.374682299999999,-99.244259799999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=mKblwQsoeVe8KOG4b04kIxDvpl4=&channel=rpfic-i24|19.3746823|-99.2442598
2261|2261|42968.75|16500000|16500000|N/A||384.0|577.0| Jardines del Pedregal| Alvaro Obregón|LLANURA,  Jardines del Pedregal, Alvaro Obregón|3.0|3.0|4.0|MEJORES CASAS EN VENTA|https://www.inmuebles24.com/propiedades/jardines-del-pedregal.-venta-de-casa-sola.-con-61438177.html|//maps.google.com/maps/api/staticmap?center=19.310648064191520,-99.199410094750990&zoom=16&markers=19.310648064191520,-99.199410094750990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ltuoD4woDS3tx7r2dMRBA7cQzw8=&channel=rpfic-i24|19.31064806419152|-99.199410094751
2262|2262|145038.1679389313|19000000|19000000|N/A||131.0|352.0| San Angel Inn| Alvaro Obregón|Fresnos,  San Angel Inn, Alvaro Obregón|3.0|4.0|2.0|Circulo Bienes Raices|https://www.inmuebles24.com/propiedades/casa-sola-venta-fresnos-san-angel-inn-60710342.html|//maps.google.com/maps/api/staticmap?center=19.351752483500000,-99.195594173900005&zoom=16&markers=19.351752483500000,-99.195594173900005&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=U4i_vD7bxdA9DetaLyHUKkXCGNQ=&channel=rpfic-i24|19.3517524835|-99.1955941739
2263|2263|9557.377049180328|1166000|1166000|N/A|350.0|122.0|72.0| Lindavista| Gustavo A. Madero|PREPA 9,  Lindavista, Gustavo A. Madero|3.0|1.0|2.0|JAVIER CRUZ|https://www.inmuebles24.com/propiedades/-hermosa-casa-en-venta-al-sur-de-pachuca!-61913216.html|//maps.google.com/maps/api/staticmap?center=19.496660504702866,-99.124930965275110&zoom=16&markers=19.496660504702866,-99.124930965275110&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=NrNQuc1GOJhsbueHlQ358Lbcbfs=&channel=rpfic-i24|19.496660504702863|-99.12493096527513
2264|2264|63440.86021505376|5900000|5900000|N/A||93.0|93.0| Ampliación Granada| Miguel Hidalgo|Lago Andrómaco o,  Ampliación Granada, Miguel Hidalgo|2.0|2.0|2.0|Spacio Bienes Raices|https://www.inmuebles24.com/propiedades/renta-departamento-en-con-alberca-city-towers-carso-61118051.html|//maps.google.com/maps/api/staticmap?center=19.443134600000000,-99.200731199999990&zoom=16&markers=19.443134600000000,-99.200731199999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=VNKBIy5ifHV2jF1UhGWkSzxYY-M=&channel=rpfic-i24|19.4431346|-99.2007312
2265|2265||6900000|6900000|N/A|4600.0||165.0| Torres de Potrero| Alvaro Obregón|Av. de las Torres ,  Torres de Potrero, Alvaro Obregón|3.0|3.0|2.0|PATTY TORRES|https://www.inmuebles24.com/propiedades/departamento-en-venta-citta-san-jeronimo-torres-de-60330697.html|//maps.google.com/maps/api/staticmap?center=19.333900700000000,-99.240356000000020&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=2tE7lwjY-2XhL2Biy5bmDB4H36k=&channel=rpfic-i24|19.3339007|-99.24035600000002
2266|2266|16271.42857142857|1139000|1139000|N/A||70.0|70.0| Paseos de Taxqueña| Coyoacán|RIO CHURUBUSCO 301,  Paseos de Taxqueña, Coyoacán|2.0|1.0|1.0|COREBA BIENES RAICES|https://www.inmuebles24.com/propiedades/departamento-61611189.html|//maps.google.com/maps/api/staticmap?center=19.356095000000000,-99.134683500000000&zoom=16&markers=19.356095000000000,-99.134683500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=CrHR_puz1cbhZghDboOA_CuShY8=&channel=rpfic-i24|19.356095|-99.1346835
2267|2267|38613.86138613861|3900000|3900000|N/A|1000.0|101.0|101.0| Del Valle Centro| Benito Juárez|Primera Cerrada de Xola,  Del Valle Centro, Benito Juárez|3.0|3.0|1.0|Grupo Ocho Expertos Inmobiliarios|https://www.inmuebles24.com/propiedades/en-primer-nivel-en-la-col-del-valle-en-calle-cerrada-60206901.html|//maps.google.com/maps/api/staticmap?center=19.397177500000001,-99.168164599999997&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=hbM4FrH90JwTDq3QG5BPm8TW1BY=&channel=rpfic-i24|19.3971775|-99.1681646
2268|2268||4600000|4600000|N/A|||68.0| Ampliación Granada| Miguel Hidalgo|LAGO ANDROMACO ,  Ampliación Granada, Miguel Hidalgo|2.0|1.0|1.0|MOEASY INMOBILIARIO S.A. DE C.V.|https://www.inmuebles24.com/propiedades/spacious-apartment-for-sale-in-city-tower-61921061.html|//maps.google.com/maps/api/staticmap?center=19.443130800000000,-99.200741699999980&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=MjSs-nZMETRynxzdFSdC3wqpEbg=&channel=rpfic-i24|19.4431308|-99.20074169999998
2269|2269|46369.42675159236|7280000|7280000|N/A|3000.0|157.0|157.0| Del Valle Centro| Benito Juárez|ROMERO DE TERREROS 715,  Del Valle Centro, Benito Juárez|3.0|3.0|2.0|inmo7|https://www.inmuebles24.com/propiedades/depto-venta-col-del-valle-de-140-m-sup2--hab-y-13-57358503.html|//maps.google.com/maps/api/staticmap?center=19.410006761115273,-99.160222259057380&zoom=16&markers=19.410006761115273,-99.160222259057380&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=2CuBVQmjCJEQzDGgXm24S941TDs=&channel=rpfic-i24|19.410006761115277|-99.16022225905738
2270|2270|36491.26213592233|3758600|3758600|N/A||103.0|103.0| Portales| Benito Juárez|Avenida Repúblicas,  Portales, Benito Juárez|2.0|2.0||HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-portales-con-2-recamaras-id:-33899.-61557561.html|//maps.google.com/maps/api/staticmap?center=19.363633100000001,-99.147356599999994&zoom=16&markers=19.363633100000001,-99.147356599999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=JXEPpDeyLb0LZl0aPMHOsRBB-58=&channel=rpfic-i24|19.3636331|-99.1473566
2271|2271|31250.0|4500000|4500000|N/A||144.0|144.0| Del Valle Norte| Benito Juárez|SAN FRANCISCO,  Del Valle Norte, Benito Juárez|3.0|2.0|2.0|Tecnocasa del Valle Norte 2007|https://www.inmuebles24.com/propiedades/departamento-venta-61819870.html|//maps.google.com/maps/api/staticmap?center=19.394042380949517,-99.166047270177514&zoom=16&markers=19.394042380949517,-99.166047270177514&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=HBy9ZIWCVGlav2XoXEx_paOEjSU=&channel=rpfic-i24|19.39404238094952|-99.16604727017751
2272|2272||4587000|4587000|N/A|||104.0| Narvarte Poniente| Benito Juárez|juan sanchez azcona 403,  Narvarte Poniente, Benito Juárez|3.0|2.0|1.0|TRESHWA BLUE SOLUTIONS|https://www.inmuebles24.com/propiedades/gran-preventa-juan-sanchez-azcona-403-narvarte-desde-59196001.html|//maps.google.com/maps/api/staticmap?center=19.395984700000000,-99.160392699999990&zoom=16&markers=19.395984700000000,-99.160392699999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=oCAflvhwRUQ6dbwceJ4onpXr4xU=&channel=rpfic-i24|19.3959847|-99.1603927
2273|2273|42777.77777777778|3850000|3850000|N/A||90.0|90.0| Olivar de los Padres| Alvaro Obregón|AV. TOLUCA,  Olivar de los Padres, Alvaro Obregón|2.0|2.0|2.0|Marco Kuri|https://www.inmuebles24.com/propiedades/magnifico-departamento-en-venta-en-$3-850-000-mn-en-58938796.html|//maps.google.com/maps/api/staticmap?center=19.337556700000000,-99.224285699999995&zoom=16&markers=19.337556700000000,-99.224285699999995&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Kl0ML8aPDrQs0GG9Rqch9jHE9xU=&channel=rpfic-i24|19.3375567|-99.2242857
2274|2274||750000|14850000.0|N/A|10000.0||410.0| Bosques de las Lomas| Cuajimalpa de Morelos|Bosque de Tejocotes,  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|3.0|URP PROPIEDADES|https://www.inmuebles24.com/propiedades/espacioso-departamento-en-venta-y-rentacon-techos-59387392.html|//maps.google.com/maps/api/staticmap?center=19.384726600000000,-99.260448400000000&zoom=16&markers=19.384726600000000,-99.260448400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gtYkJT4k8Sbz13OzTJLosPpwybs=&channel=rpfic-i24|19.3847266|-99.2604484
2275|2275|41949.15254237288|9900000|9900000|N/A|3500.0|236.0|232.0| Del Valle Centro| Benito Juárez|PATRICIO SANZ  753,  Del Valle Centro, Benito Juárez|3.0|3.0|3.0|Munguia Bienes Raíces|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-col.-del-valle-60606718.html|//maps.google.com/maps/api/staticmap?center=19.388716500000000,-99.171066900000000&zoom=16&markers=19.388716500000000,-99.171066900000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=lh7Hb9D4m2LlZWQkn-TAFdtUuq4=&channel=rpfic-i24|19.3887165|-99.1710669
2276|2276|60000.0|13500000|13500000|N/A||225.0|225.0| Cumbres Reforma| Cuajimalpa de Morelos|avenida de los poetas ,  Cumbres Reforma, Cuajimalpa de Morelos|3.0|3.0|4.0|REALTOR |https://www.inmuebles24.com/propiedades/cumbres-canada-vista-fenomenal!-59533255.html|//maps.google.com/maps/api/staticmap?center=19.345883600000000,-99.266837600000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Ftmkl3GMP6fiAC1vQ-sWLFlirQg=&channel=rpfic-i24|19.3458836|-99.2668376
2277|2277|32000.0|1600000|1600000|N/A|600.0|50.0|50.0| Pasteros| Azcapotzalco|Avenida Aquiles Serdán,  Pasteros, Azcapotzalco|2.0|1.0|1.0|HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-pasteros-con-2-recamaras-id:-32429.-61375308.html|//maps.google.com/maps/api/staticmap?center=19.492020400000001,-99.196091400000000&zoom=16&markers=19.492020400000001,-99.196091400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=uhucTeS2mpbJfVZPs4rN9TqeTeA=&channel=rpfic-i24|19.4920204|-99.1960914
2278|2278|127272.72727272728|42000000|42000000|N/A||330.0|330.0| Polanco| Miguel Hidalgo|Polanco,  Polanco, Miguel Hidalgo|3.0|3.0|3.0|Jose Luis Cedeno|https://www.inmuebles24.com/propiedades/renta-en-polanco-3r-3.5b-3e-ph-amueblado-terraza-59546251.html|//maps.google.com/maps/api/staticmap?center=19.434019900000000,-99.195601200000010&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=51LfhUbfhBciWda3TFH5EdIGpxI=&channel=rpfic-i24|19.4340199|-99.1956012
2279|2279|46385.5421686747|3850000|3850000|N/A|1500.0|83.0|83.0| Acacias| Benito Juárez|Calle Uno,  Acacias, Benito Juárez|3.0|2.0|1.0|HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-acacias-con-3-recamaras-id:-32242.-61375277.html|//maps.google.com/maps/api/staticmap?center=19.363402600000000,-99.174860199999997&zoom=16&markers=19.363402600000000,-99.174860199999997&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=VxOn5OLhEzYR4IHFiQYEPH_42XE=&channel=rpfic-i24|19.3634026|-99.1748602
2280|2280|37500.0|2550000|2550000|N/A||68.0|68.0| Merced Gómez| Benito Juárez|Tiburcio Sánchez de La Barquera,  Merced Gómez, Benito Juárez|2.0|1.0|2.0|HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-merced-gomez-con-2-recamaras-id:-61375289.html|//maps.google.com/maps/api/staticmap?center=19.367270399999998,-99.189890199999993&zoom=16&markers=19.367270399999998,-99.189890199999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=0H7ygnsrzYUWN_GkgkPcuOTfsdU=&channel=rpfic-i24|19.3672704|-99.1898902
2281|2281||3321899|3321899|N/A|1750.0||77.0| Anáhuac I Sección| Miguel Hidalgo|Calz México- Tacuba 94,  Anáhuac I Sección, Miguel Hidalgo|2.0|2.0|1.0|Julieta Consuelo Perez Solis|https://www.inmuebles24.com/propiedades/departamento-en-venta-a-10-minutos-de-polanco-59568152.html|//maps.google.com/maps/api/staticmap?center=19.445420000000000,-99.169224500000000&zoom=16&markers=19.445420000000000,-99.169224500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=oc5Bb6Y8XiIBEfr4tp-95H_txjU=&channel=rpfic-i24|19.44542|-99.1692245
2282|2282|55789.47368421053|5300000|5300000|N/A||95.0|95.0| Granada| Miguel Hidalgo|Lago Alberto 300,  Granada, Miguel Hidalgo|2.0|2.0|2.0|Héctor Mirandé|https://www.inmuebles24.com/propiedades/precioso-departamento-begrand-polanco-61643084.html|//maps.google.com/maps/api/staticmap?center=19.440520000000000,-99.189718700000010&zoom=16&markers=19.440520000000000,-99.189718700000010&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=92BkuaP9C8C2ovqp6fq8v681zk4=&channel=rpfic-i24|19.44052|-99.1897187
2283|2283|70000.0|4200000|4200000|N/A||60.0|60.0| San José Insurgentes| Benito Juárez|Barranca del Muerto 297,  San José Insurgentes, Benito Juárez|2.0|1.0|1.0|The HYPE Barranca del Muerto|https://www.inmuebles24.com/propiedades/departamentos-en-venta-en-barranca-60-m-sup2--al-sur-61715795.html|//maps.google.com/maps/api/staticmap?center=19.362236900000000,-99.186275600000000&zoom=16&markers=19.362236900000000,-99.186275600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=WBFLJB5zTmxScss7pHwK1FL4JMI=&channel=rpfic-i24|19.3622369|-99.1862756
2284|2284|41666.666666666664|3000000|3000000|N/A||72.0|72.0| Mixcoac| Benito Juárez|Giotto 25, Mixcoac, Benito Juárez, 03910 Ciudad de México, CDMX, México,  Mixcoac, Benito Juárez|2.0|1.0|1.0|TALINA  ROSALES|https://www.inmuebles24.com/propiedades/departamento-en-venta-mixcoac-57410138.html|//maps.google.com/maps/api/staticmap?center=19.375074300000000,-99.189152200000000&zoom=16&markers=19.375074300000000,-99.189152200000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=wKA8PMZ0SBqKGQm0lfByB3qCj3E=&channel=rpfic-i24|19.3750743|-99.1891522
2285|2285||1150000|22770000.0|N/A|||127.0| Cuauhtémoc| Cuauhtémoc|Paseo de la Reforma 465,  Cuauhtémoc, Cuauhtémoc|1.0|1.0|2.0|MANHATTAN GROUP SA DE CV AMPI (MEM)|https://www.inmuebles24.com/propiedades/espectacular-departamento-amueblado-en-st-regis-60349082.html|//maps.google.com/maps/api/staticmap?center=19.425274752304690,-99.172545116394030&zoom=16&markers=19.425274752304690,-99.172545116394030&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=nBJg_JWfCmmU4TR6aydG9AlEzbI=&channel=rpfic-i24|19.425274752304688|-99.17254511639405
2286|2286|34693.87755102041|3400000|3400000|N/A||98.0|98.0| Roma Sur| Cuauhtémoc|Avenida Baja California,  Roma Sur, Cuauhtémoc|3.0|1.0||HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-roma-sur-con-3-recamaras-id:-31138.-61219388.html|//maps.google.com/maps/api/staticmap?center=19.405849199999998,-99.165486500000000&zoom=16&markers=19.405849199999998,-99.165486500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=e4AeHp_rB8Naj6pVHy67SCViEtk=&channel=rpfic-i24|19.4058492|-99.1654865
